2011-01,0.03636363636363636,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0
2011-02,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2011-03,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0
2011-04,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2011-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2011-06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2011-07,0.0,0,0.1607142857142857,0,0,0,0,0,0.0,0,0,0.05357142857142857,0,0,0
2011-08,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2011-09,0.0,0,0,0,0,0,0,0,0.0,0,0,0.03571428571428571,0,0,0
2011-10,0,0,0,0,0,0,0,0,0.0,0.25,0,0,0,0,0
2011-11,0,0,0,0,0,0,0,0,0.0,0.0,0,0.0,0,0,0
2011-12,0.0,0,0,0,0,0,0,0,0.3333333333333333,0,0,0,0,0,0
2012-01,0,0,0,0,0,0,0,0,0.0,0,0,0.0,0,0.0,0.0
2012-02,0.03571428571428571,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0
2012-03,0.07083333333333333,0,0.0,0,0,0,0,0,0.15,0,0,0.24791666666666667,0.0,0,0
2012-04,0.05,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0
2012-05,0.09999999999999999,0,0.0,0,0,0,0,0,0.13636363636363635,0,0,0,0,0.0,0
2012-06,0.0,0,0,0,0,0,0,0,0.2638888888888889,0,0,0.0,0,0.0,0
2012-07,0.0,0,0,0,0,0,0,0,0.0,0,0,0.0,0,0,0
2012-08,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0
2012-09,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2012-10,0.0,0,0,0,0,0,0,0,0.0,0,0,0.05128205128205128,0,0.00641025641025641,0.022435897435897436
2012-11,0,0,0,0,0,0,0,0,0,0,0,0.017857142857142856,0,0,0
2012-12,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0,0,0
2013-01,0.11111111111111112,0.0,0.0,0,0,0,0,0,0.17777777777777778,0.0,0,0.05555555555555556,0.0,0,0
2013-02,0.03571428571428571,0.3214285714285714,0,0,0,0,0,0,0.1875,0.0,0,0,0,0,0
2013-03,0.012775842044134726,0.1448896631823461,0.0,0,0,0,0,0,0.04316686024003097,0,0.0,0.078397212543554,0.041037553232675175,0.0014518002322880372,0.038908246225319396
2013-04,0.0010256410256410256,0.20179487179487182,0,0,0,0,0,0,0.046153846153846156,0.0,0.0,0.041538461538461545,0.15435897435897436,0.11846153846153847,0.17025641025641025
2013-05,0.0,0.0,0,0,0,0,0,0,0,0,0,0.21428571428571427,0.0,0,0
2013-06,0,0.04285714285714286,0,0,0,0,0,0,0.01904761904761905,0,0,0.05952380952380953,0,0,0
2013-07,0.0,0.18157894736842106,0,0,0,0,0,0,0.02894736842105263,0.0,0,0.007894736842105263,0.0,0.0,0
