2011-01,0.36363636363636365,0,0,0,0,0,0,0,0,0,0.09090909090909091,0,0,0,0
2011-02,0,0,1.6666666666666665,0,0,0,0,0,0,0,0,0,0,0,0
2011-03,0,0,0,0,0,0,0,0,0,0,0,1.0,0,0,0
2011-04,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2011-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2011-06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2011-07,0.25,0,0,0,0,0,0,0.125,0,0,0.25,0,0,0,0
2011-08,0.16666666666666666,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2011-09,0.25,0,0,0,0,0,0,0.125,0,0,0.375,0,0,0,0
2011-10,0,0,0.6000000000000001,0,0,0,0,0.6000000000000001,1.0,0,0,0,0,0,0
2011-11,0,0,0,0,0,0,0,0.16666666666666666,0.16666666666666666,0,0.3333333333333333,0,0,0,0
2011-12,0.3333333333333333,0,0,0,0,0,0,1.3333333333333333,0,0,0,0,0,0,0
2012-01,0,0,0,0,0,0,0,0.25,0,0,0.5,0,0,0.25,0.25
2012-02,0.5,0,0,0,0,0,0,0,0.125,0,0,0,0,0,0
2012-03,0.3125,0,0,0,0,0,0,0.4375,0,0,0.875,0.0625,0,0,0
2012-04,0.4,0,0,0,0,0,0,0.4,0,0,0,0,0,0,0
2012-05,0.5454545454545454,0,0.2727272727272727,0,0,0,0,0.6363636363636364,0,0,0,0,0,0.09090909090909091,0
2012-06,0.4444444444444444,0,0,0,0,0,0,1.1111111111111112,0,0,0.1111111111111111,0,0,0.1111111111111111,0
2012-07,0.25,0,0,0,0,0,0,0.5,0,0,0.25,0,0,0,0
2012-08,0,0,0,0,0,0,0,0,0.25,0,0,0,0,0,0
2012-09,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2012-10,0.23076923076923078,0,0,0,0,0,0,0.07692307692307693,0,0,0.38461538461538464,0,0,0.23076923076923078,0.38461538461538464
2012-11,0,0,0,0,0,0,0,0,0,0,0.375,0,0,0,0
2012-12,0,0.5,0,0,0,0,0,0,0,0,0.5,0,0,0,0
2013-01,0.6000000000000001,0.4,0,0,0,0,0,0.8,0.1,0,0.5,0.1,0,0,0
2013-02,0.5,1.25,0.625,0,0,0,0,1.0,0.25,0,0,0,0,0,0
2013-03,0.14285714285714285,0.47619047619047616,0.11904761904761904,0,0,0,0,0.23809523809523808,0,0.047619047619047616,0.3571428571428571,0.14285714285714285,0,0.09523809523809523,0.11904761904761904
2013-04,0.15384615384615385,0.42307692307692313,0,0,0,0,0,0.23076923076923078,0.038461538461538464,0.038461538461538464,0.2692307692307693,0.23076923076923078,0,0.23076923076923078,0.3076923076923077
2013-05,0.125,0.25,0,0,0,0,0,0,0,0,0.875,0.125,0,0,0
2013-06,0,0.3333333333333333,0,0,0,0,0,0.14285714285714285,0,0,0.47619047619047616,0,0,0,0
2013-07,0.1,0.7000000000000001,0.05,0,0,0,0,0.15000000000000002,0.05,0,0.2,0.05,0,0.05,0
2013-08,0.23529411764705882,0.5294117647058824,0.29411764705882354,0,0,0,0,0.23529411764705882,0,0,0.1764705882352941,0,0,0,0
2013-09,0.11764705882352941,0.4117647058823529,0.29411764705882354,0,0,0.058823529411764705,0,0.29411764705882354,0,0,0.47058823529411764,0.058823529411764705,0,0,0.058823529411764705
2013-10,0.1764705882352941,0.29411764705882354,0.058823529411764705,0,0,0,0,0.23529411764705882,0.11764705882352941,0,0,0,0,0,0
2013-11,0.3684210526315789,0.15789473684210525,0,0,0,0,0,0.21052631578947367,0.10526315789473684,0,0.15789473684210525,0,0,0.05263157894736842,0
2013-12,0.3333333333333333,0.19047619047619047,0,0,0,0,0,0.047619047619047616,0.047619047619047616,0,0.47619047619047616,0,0,0.047619047619047616,0
2014-01,0,0.4,0,0,0,0,0,0.13333333333333333,0.06666666666666667,0,0.26666666666666666,0,0,0,0
2014-02,0.1111111111111111,0.8333333333333333,0,0,0,0,0,0.3333333333333333,0.05555555555555555,0,0.2222222222222222,0,0,0,0
2014-03,0.23333333333333334,0.43333333333333335,0.03333333333333333,0,0.1,0.13333333333333333,0,0.23333333333333334,0.03333333333333333,0.1,0.5333333333333333,0.03333333333333333,0,0.06666666666666667,0
2014-04,0.20689655172413793,0.6896551724137931,0.10344827586206896,0,0,0,0,0.3103448275862069,0.27586206896551724,0,0.3793103448275862,0.06896551724137931,0,0.20689655172413793,0
2014-05,0.25,0.5625,0.09375,0,0,0,0,0.1875,0.15625,0,0.15625,0,0,0.21875,0
2014-06,0.0625,0.53125,0.1875,0,0,0,0,0.375,0.21875,0.03125,0.125,0.03125,0,0.09375,0
2014-07,0.14285714285714285,0.21428571428571427,0,0,0,0,0,0.5714285714285714,0.2857142857142857,0,0.14285714285714285,0,0,0,0
2014-08,0.125,0.3333333333333333,0.08333333333333333,0,0,0,0,0.5833333333333333,0.3333333333333333,0,0.16666666666666666,0,0.041666666666666664,0.29166666666666663,0
2014-09,0.17500000000000002,0.45,0,0,0,0,0,0.42500000000000004,0.125,0.05,0.1,0.05,0,0.1,0.05
